SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,SEASON
22022,1630162,0022200696,"Jan 21, 2023",MIN vs. HOU,W,41,17,29,0.586,8,16,0.5,2,2,1.0,0,6,6,4,3,3,5,1,44,14,1,Anthony Edwards,2022-23
22022,1630162,0022200680,"Jan 19, 2023",MIN vs. TOR,W,40,5,16,0.313,2,8,0.25,11,12,0.917,0,5,5,7,3,0,5,3,23,12,1,Anthony Edwards,2022-23
22022,1630162,0022200676,"Jan 18, 2023",MIN @ DEN,L,37,7,17,0.412,0,4,0.0,2,3,0.667,4,5,9,3,1,1,3,0,16,-12,1,Anthony Edwards,2022-23
22022,1630162,0022200662,"Jan 16, 2023",MIN vs. UTA,L,36,10,25,0.4,4,10,0.4,5,5,1.0,0,4,4,5,3,0,2,1,29,-2,1,Anthony Edwards,2022-23
22022,1630162,0022200645,"Jan 14, 2023",MIN vs. CLE,W,35,10,18,0.556,3,6,0.5,3,3,1.0,0,6,6,7,1,0,4,1,26,7,1,Anthony Edwards,2022-23
22022,1630162,0022200637,"Jan 13, 2023",MIN vs. PHX,W,37,12,24,0.5,2,8,0.25,5,5,1.0,0,6,6,3,2,0,3,4,31,2,1,Anthony Edwards,2022-23
22022,1630162,0022200618,"Jan 11, 2023",MIN @ DET,L,24,8,18,0.444,2,7,0.286,2,2,1.0,0,1,1,6,0,0,2,2,20,-1,1,Anthony Edwards,2022-23
22022,1630162,0022200601,"Jan 08, 2023",MIN @ HOU,W,37,6,19,0.316,3,7,0.429,6,6,1.0,0,4,4,3,1,2,3,0,21,2,1,Anthony Edwards,2022-23
22022,1630162,0022200587,"Jan 06, 2023",MIN vs. LAC,W,23,2,7,0.286,0,3,0.0,1,2,0.5,0,3,3,5,0,1,2,1,5,18,1,Anthony Edwards,2022-23
22022,1630162,0022200571,"Jan 04, 2023",MIN vs. POR,W,36,11,26,0.423,3,9,0.333,7,9,0.778,0,7,7,3,0,0,3,4,32,8,1,Anthony Edwards,2022-23
22022,1630162,0022200557,"Jan 02, 2023",MIN vs. DEN,W,36,10,24,0.417,3,11,0.273,6,6,1.0,1,9,10,5,1,0,3,5,29,13,1,Anthony Edwards,2022-23
22022,1630162,0022200544,"Dec 31, 2022",MIN vs. DET,L,39,10,21,0.476,4,10,0.4,6,7,0.857,0,7,7,5,1,0,3,3,30,-5,1,Anthony Edwards,2022-23
22022,1630162,0022200533,"Dec 30, 2022",MIN @ MIL,L,40,10,20,0.5,2,6,0.333,8,14,0.571,0,10,10,1,4,2,1,1,30,-4,1,Anthony Edwards,2022-23
22022,1630162,0022200520,"Dec 28, 2022",MIN @ NOP,L,39,10,23,0.435,2,6,0.333,5,9,0.556,1,5,6,2,2,1,4,4,27,-5,1,Anthony Edwards,2022-23
22022,1630162,0022200500,"Dec 26, 2022",MIN @ MIA,L,40,11,16,0.688,5,8,0.625,2,3,0.667,1,5,6,7,2,1,8,3,29,0,1,Anthony Edwards,2022-23
22022,1630162,0022200482,"Dec 23, 2022",MIN @ BOS,L,40,13,25,0.52,3,10,0.3,1,1,1.0,0,6,6,4,0,2,3,3,30,-22,1,Anthony Edwards,2022-23
22022,1630162,0022200473,"Dec 21, 2022",MIN vs. DAL,L,38,11,21,0.524,0,4,0.0,1,2,0.5,0,4,4,5,1,1,4,1,23,-3,1,Anthony Edwards,2022-23
22022,1630162,0022200456,"Dec 19, 2022",MIN vs. DAL,W,38,7,21,0.333,3,6,0.5,10,11,0.909,2,11,13,9,1,2,1,3,27,20,1,Anthony Edwards,2022-23
22022,1630162,0022200449,"Dec 18, 2022",MIN vs. CHI,W,38,13,24,0.542,4,10,0.4,7,7,1.0,1,6,7,11,2,0,4,2,37,15,1,Anthony Edwards,2022-23
22022,1630162,0022200435,"Dec 16, 2022",MIN @ OKC,W,35,8,16,0.5,2,3,0.667,1,5,0.2,2,9,11,7,1,1,2,0,19,12,1,Anthony Edwards,2022-23
22022,1630162,0022200423,"Dec 14, 2022",MIN @ LAC,L,37,6,14,0.429,2,7,0.286,5,7,0.714,0,7,7,3,2,1,5,5,19,-11,1,Anthony Edwards,2022-23
22022,1630162,0022200407,"Dec 12, 2022",MIN @ POR,L,33,6,16,0.375,3,3,1.0,2,6,0.333,1,1,2,3,2,0,2,4,17,-25,1,Anthony Edwards,2022-23
22022,1630162,0022200394,"Dec 10, 2022",MIN @ POR,L,41,10,20,0.5,4,8,0.5,2,4,0.5,1,5,6,7,2,0,3,3,26,0,1,Anthony Edwards,2022-23
22022,1630162,0022200385,"Dec 09, 2022",MIN @ UTA,W,34,3,14,0.214,2,6,0.333,6,6,1.0,2,4,6,2,3,0,1,4,14,11,1,Anthony Edwards,2022-23
22022,1630162,0022200370,"Dec 07, 2022",MIN vs. IND,W,35,8,18,0.444,1,3,0.333,9,10,0.9,1,7,8,8,6,0,6,3,26,-4,1,Anthony Edwards,2022-23
22022,1630162,0022200341,"Dec 03, 2022",MIN vs. OKC,L,37,10,22,0.455,2,6,0.333,4,6,0.667,0,3,3,4,6,0,5,2,26,5,1,Anthony Edwards,2022-23
22022,1630162,0022200317,"Nov 30, 2022",MIN vs. MEM,W,40,10,18,0.556,2,6,0.333,7,7,1.0,0,3,3,5,5,3,1,4,29,12,1,Anthony Edwards,2022-23
22022,1630162,0022200300,"Nov 28, 2022",MIN @ WAS,L,37,9,19,0.474,1,6,0.167,10,11,0.909,3,5,8,2,2,0,7,2,29,-25,1,Anthony Edwards,2022-23
22022,1630162,0022200291,"Nov 27, 2022",MIN vs. GSW,L,36,7,17,0.412,2,6,0.333,10,11,0.909,1,3,4,4,1,0,1,1,26,-29,1,Anthony Edwards,2022-23
22022,1630162,0022200272,"Nov 25, 2022",MIN @ CHA,L,37,10,21,0.476,3,10,0.3,2,2,1.0,1,4,5,4,1,0,2,3,25,7,1,Anthony Edwards,2022-23
22022,1630162,0022200262,"Nov 23, 2022",MIN @ IND,W,36,7,14,0.5,3,5,0.6,2,2,1.0,0,7,7,2,1,0,4,2,19,10,1,Anthony Edwards,2022-23
22022,1630162,0022200252,"Nov 21, 2022",MIN vs. MIA,W,39,9,21,0.429,4,12,0.333,0,1,0.0,1,6,7,4,4,1,4,3,22,0,1,Anthony Edwards,2022-23
22022,1630162,0022200237,"Nov 19, 2022",MIN @ PHI,W,36,7,21,0.333,2,10,0.2,9,9,1.0,0,5,5,5,1,1,5,2,25,2,1,Anthony Edwards,2022-23
22022,1630162,0022200212,"Nov 16, 2022",MIN @ ORL,W,39,12,20,0.6,7,13,0.538,4,7,0.571,0,8,8,6,2,1,1,1,35,29,1,Anthony Edwards,2022-23
22022,1630162,0022200193,"Nov 13, 2022",MIN @ CLE,W,31,5,13,0.385,0,3,0.0,0,0,0.0,0,7,7,1,0,0,4,5,10,-11,1,Anthony Edwards,2022-23
22022,1630162,0022200181,"Nov 11, 2022",MIN @ MEM,L,38,10,16,0.625,3,4,0.75,5,7,0.714,1,5,6,6,0,0,1,1,28,2,1,Anthony Edwards,2022-23
22022,1630162,0022200167,"Nov 09, 2022",MIN vs. PHX,L,35,4,12,0.333,0,4,0.0,3,6,0.5,0,3,3,6,2,0,3,5,11,-2,1,Anthony Edwards,2022-23
22022,1630162,0022200153,"Nov 07, 2022",MIN vs. NYK,L,37,5,14,0.357,1,7,0.143,5,6,0.833,1,8,9,1,1,0,3,1,16,-6,1,Anthony Edwards,2022-23
22022,1630162,0022200137,"Nov 05, 2022",MIN vs. HOU,W,33,7,13,0.538,2,5,0.4,3,3,1.0,0,2,2,3,2,0,4,2,19,20,1,Anthony Edwards,2022-23
22022,1630162,0022200129,"Nov 04, 2022",MIN vs. MIL,L,37,10,19,0.526,3,9,0.333,1,2,0.5,1,2,3,3,1,0,3,4,24,-16,1,Anthony Edwards,2022-23
22022,1630162,0022200106,"Nov 01, 2022",MIN @ PHX,L,40,8,21,0.381,5,10,0.5,3,5,0.6,0,6,6,1,3,1,3,5,24,-12,1,Anthony Edwards,2022-23
22022,1630162,0022200092,"Oct 30, 2022",MIN @ SAS,L,36,7,18,0.389,1,4,0.25,3,3,1.0,0,2,2,6,2,1,1,4,18,-3,1,Anthony Edwards,2022-23
22022,1630162,0022200076,"Oct 28, 2022",MIN vs. LAL,W,38,11,22,0.5,3,8,0.375,4,6,0.667,0,4,4,2,1,0,2,4,29,4,1,Anthony Edwards,2022-23
22022,1630162,0022200062,"Oct 26, 2022",MIN vs. SAS,W,38,12,21,0.571,7,12,0.583,3,4,0.75,0,3,3,9,2,0,5,3,34,16,1,Anthony Edwards,2022-23
22022,1630162,0022200050,"Oct 24, 2022",MIN vs. SAS,L,35,3,15,0.2,1,8,0.125,2,3,0.667,0,10,10,2,0,0,3,1,9,-14,1,Anthony Edwards,2022-23
22022,1630162,0022200041,"Oct 23, 2022",MIN @ OKC,W,34,13,19,0.684,3,7,0.429,1,3,0.333,2,9,11,3,1,0,4,4,30,22,1,Anthony Edwards,2022-23
22022,1630162,0022200025,"Oct 21, 2022",MIN vs. UTA,L,41,12,23,0.522,3,9,0.333,3,5,0.6,1,4,5,2,0,1,5,0,30,-6,1,Anthony Edwards,2022-23
22022,1630162,0022200010,"Oct 19, 2022",MIN vs. OKC,W,32,4,17,0.235,1,7,0.143,2,4,0.5,1,7,8,7,0,0,2,5,11,8,1,Anthony Edwards,2022-23
22023,1630162,0022301194,"Apr 14, 2024",MIN vs. PHX,L,35,3,7,0.429,0,2,0.0,7,8,0.875,1,5,6,4,1,1,5,3,13,-21,1,Anthony Edwards,2023-24
22023,1630162,0022301178,"Apr 12, 2024",MIN vs. ATL,W,27,4,12,0.333,0,5,0.0,6,6,1.0,0,4,4,4,2,0,3,4,14,0,1,Anthony Edwards,2023-24
22023,1630162,0022301164,"Apr 10, 2024",MIN @ DEN,L,35,9,18,0.5,2,6,0.333,5,7,0.714,0,2,2,4,0,0,1,1,25,-16,1,Anthony Edwards,2023-24
22023,1630162,0022301152,"Apr 09, 2024",MIN vs. WAS,W,38,17,29,0.586,6,13,0.462,11,11,1.0,1,5,6,7,0,0,2,0,51,6,1,Anthony Edwards,2023-24
22023,1630162,0022301143,"Apr 07, 2024",MIN @ LAL,W,35,9,20,0.45,3,8,0.375,5,5,1.0,0,1,1,8,1,0,1,1,26,2,1,Anthony Edwards,2023-24
22023,1630162,0022301125,"Apr 05, 2024",MIN @ PHX,L,33,6,19,0.316,2,6,0.333,3,3,1.0,3,5,8,3,3,0,4,3,17,-13,1,Anthony Edwards,2023-24
22023,1630162,0022301108,"Apr 03, 2024",MIN vs. TOR,W,30,10,23,0.435,5,12,0.417,3,5,0.6,0,3,3,6,2,0,0,0,28,26,1,Anthony Edwards,2023-24
22023,1630162,0022301098,"Apr 02, 2024",MIN vs. HOU,W,36,5,16,0.313,0,6,0.0,11,11,1.0,1,4,5,3,2,0,3,1,21,0,1,Anthony Edwards,2023-24
22023,1630162,0022301084,"Mar 31, 2024",MIN vs. CHI,L,36,9,20,0.45,0,5,0.0,4,6,0.667,2,9,11,5,0,1,6,1,22,-10,1,Anthony Edwards,2023-24
22023,1630162,0022301071,"Mar 29, 2024",MIN @ DEN,W,39,8,19,0.421,0,8,0.0,9,10,0.9,1,3,4,5,3,0,2,2,25,11,1,Anthony Edwards,2023-24
22023,1630162,0022301056,"Mar 27, 2024",MIN vs. DET,W,29,4,11,0.364,1,4,0.25,0,2,0.0,1,2,3,5,1,0,3,0,9,9,1,Anthony Edwards,2023-24
22023,1630162,0022301031,"Mar 24, 2024",MIN vs. GSW,W,38,7,18,0.389,4,8,0.5,5,8,0.625,0,6,6,8,0,0,2,1,23,-9,1,Anthony Edwards,2023-24
22023,1630162,0022301014,"Mar 22, 2024",MIN vs. CLE,W,35,6,17,0.353,1,1,1.0,3,4,0.75,2,11,13,5,0,0,3,1,16,12,1,Anthony Edwards,2023-24
22023,1630162,0022300995,"Mar 19, 2024",MIN vs. DEN,L,38,13,26,0.5,3,8,0.375,1,2,0.5,1,7,8,8,2,0,3,1,30,-8,1,Anthony Edwards,2023-24
22023,1630162,0022300987,"Mar 18, 2024",MIN @ UTA,W,38,13,23,0.565,2,8,0.25,4,4,1.0,1,6,7,8,1,2,3,2,32,-1,1,Anthony Edwards,2023-24
22023,1630162,0022300974,"Mar 16, 2024",MIN @ UTA,W,35,12,20,0.6,5,7,0.714,2,3,0.667,1,9,10,5,3,3,4,1,31,16,1,Anthony Edwards,2023-24
22023,1630162,0022300944,"Mar 12, 2024",MIN @ LAC,W,37,15,29,0.517,2,8,0.25,5,7,0.714,2,6,8,4,1,0,2,3,37,22,1,Anthony Edwards,2023-24
22023,1630162,0022300932,"Mar 10, 2024",MIN @ LAL,L,40,10,23,0.435,2,9,0.222,3,4,0.75,1,6,7,7,2,2,3,2,25,-14,1,Anthony Edwards,2023-24
22023,1630162,0022300911,"Mar 08, 2024",MIN @ CLE,L,42,7,27,0.259,0,7,0.0,5,5,1.0,1,4,5,3,1,1,5,3,19,-20,1,Anthony Edwards,2023-24
22023,1630162,0022300903,"Mar 07, 2024",MIN @ IND,W,39,18,35,0.514,3,7,0.429,5,8,0.625,2,4,6,3,2,2,0,1,44,2,1,Anthony Edwards,2023-24
22023,1630162,0022300881,"Mar 04, 2024",MIN vs. POR,W,35,4,10,0.4,1,3,0.333,4,6,0.667,0,4,4,6,1,0,2,2,13,8,1,Anthony Edwards,2023-24
22023,1630162,0022300873,"Mar 03, 2024",MIN vs. LAC,L,37,9,20,0.45,3,10,0.3,6,6,1.0,0,5,5,2,3,0,3,1,27,10,1,Anthony Edwards,2023-24
22023,1630162,0022300862,"Mar 01, 2024",MIN vs. SAC,L,19,2,11,0.182,1,3,0.333,6,6,1.0,0,2,2,2,0,1,1,0,11,-3,1,Anthony Edwards,2023-24
22023,1630162,0022300845,"Feb 28, 2024",MIN vs. MEM,W,40,11,21,0.524,1,6,0.167,11,11,1.0,0,2,2,4,0,1,3,3,34,8,1,Anthony Edwards,2023-24
22023,1630162,0022300838,"Feb 27, 2024",MIN vs. SAS,W,33,13,29,0.448,4,10,0.4,4,4,1.0,1,4,5,5,4,1,4,0,34,5,1,Anthony Edwards,2023-24
22023,1630162,0022300815,"Feb 24, 2024",MIN vs. BKN,W,38,11,23,0.478,1,3,0.333,6,9,0.667,0,8,8,3,2,1,1,0,29,16,1,Anthony Edwards,2023-24
22023,1630162,0022300808,"Feb 23, 2024",MIN vs. MIL,L,38,10,27,0.37,4,12,0.333,4,6,0.667,0,9,9,5,1,0,3,2,28,-16,1,Anthony Edwards,2023-24
22023,1630162,0022300791,"Feb 15, 2024",MIN @ POR,W,33,12,21,0.571,3,7,0.429,7,8,0.875,1,5,6,7,2,1,1,1,34,36,1,Anthony Edwards,2023-24
22023,1630162,0022300775,"Feb 13, 2024",MIN @ POR,W,34,16,27,0.593,4,8,0.5,5,5,1.0,0,4,4,2,2,1,2,1,41,16,1,Anthony Edwards,2023-24
22023,1630162,0022300770,"Feb 12, 2024",MIN @ LAC,W,32,8,18,0.444,1,11,0.091,6,6,1.0,0,7,7,8,1,0,1,2,23,18,1,Anthony Edwards,2023-24
22023,1630162,0022300738,"Feb 08, 2024",MIN @ MIL,W,36,9,20,0.45,4,11,0.364,4,6,0.667,0,3,3,9,1,0,0,3,26,16,1,Anthony Edwards,2023-24
22023,1630162,0022300723,"Feb 06, 2024",MIN @ CHI,L,44,12,26,0.462,5,9,0.556,9,11,0.818,0,12,12,5,2,1,5,5,38,-4,1,Anthony Edwards,2023-24
22023,1630162,0022300709,"Feb 04, 2024",MIN vs. HOU,W,34,11,22,0.5,4,8,0.5,6,8,0.75,1,5,6,1,1,1,4,3,32,27,1,Anthony Edwards,2023-24
22023,1630162,0022300694,"Feb 02, 2024",MIN vs. ORL,L,35,9,18,0.5,2,8,0.25,2,3,0.667,0,1,1,5,1,0,3,1,22,6,1,Anthony Edwards,2023-24
22023,1630162,0022300680,"Jan 31, 2024",MIN vs. DAL,W,30,3,5,0.6,1,2,0.5,2,2,1.0,0,5,5,5,0,0,2,1,9,18,1,Anthony Edwards,2023-24
22023,1630162,0022300664,"Jan 29, 2024",MIN @ OKC,W,40,10,20,0.5,3,5,0.6,4,4,1.0,0,4,4,4,1,0,4,4,27,-1,1,Anthony Edwards,2023-24
22023,1630162,0022300649,"Jan 27, 2024",MIN @ SAS,L,38,12,18,0.667,6,8,0.75,2,4,0.5,1,5,6,12,1,0,4,0,32,7,1,Anthony Edwards,2023-24
22023,1630162,0022300629,"Jan 25, 2024",MIN @ BKN,W,36,8,23,0.348,3,7,0.429,5,6,0.833,0,1,1,3,1,0,3,3,24,-5,1,Anthony Edwards,2023-24
22023,1630162,0022300620,"Jan 24, 2024",MIN @ WAS,W,34,11,28,0.393,3,10,0.3,13,14,0.929,1,2,3,5,1,0,4,4,38,6,1,Anthony Edwards,2023-24
22023,1630162,0022300610,"Jan 22, 2024",MIN vs. CHA,L,37,3,11,0.273,1,5,0.2,2,2,1.0,0,5,5,11,0,0,1,1,9,7,1,Anthony Edwards,2023-24
22023,1630162,0022300599,"Jan 20, 2024",MIN vs. OKC,L,38,6,10,0.6,1,3,0.333,6,10,0.6,0,5,5,5,0,0,5,2,19,-13,1,Anthony Edwards,2023-24
22023,1630162,0022300582,"Jan 18, 2024",MIN vs. MEM,W,34,11,19,0.579,1,6,0.167,5,6,0.833,0,5,5,5,1,0,3,2,28,10,1,Anthony Edwards,2023-24
22023,1630162,0022300569,"Jan 17, 2024",MIN @ DET,W,33,10,24,0.417,3,8,0.375,4,4,1.0,0,5,5,8,0,0,3,3,27,5,1,Anthony Edwards,2023-24
22023,1630162,0022300553,"Jan 14, 2024",MIN vs. LAC,W,38,10,16,0.625,2,4,0.5,11,12,0.917,1,8,9,6,2,0,5,1,33,13,1,Anthony Edwards,2023-24
22023,1630162,0022300538,"Jan 12, 2024",MIN vs. POR,W,27,4,9,0.444,0,3,0.0,1,2,0.5,0,3,3,6,1,1,0,2,9,41,1,Anthony Edwards,2023-24
22023,1630162,0022300517,"Jan 10, 2024",MIN @ BOS,L,46,11,25,0.44,3,6,0.5,4,4,1.0,0,6,6,3,0,0,5,1,29,-1,1,Anthony Edwards,2023-24
22023,1630162,0022300513,"Jan 09, 2024",MIN @ ORL,W,26,2,7,0.286,0,2,0.0,2,3,0.667,1,3,4,3,0,0,5,3,6,1,1,Anthony Edwards,2023-24
22023,1630162,0022300501,"Jan 07, 2024",MIN @ DAL,L,37,14,27,0.519,3,6,0.5,5,7,0.714,5,5,10,3,3,1,2,3,36,-5,1,Anthony Edwards,2023-24
22023,1630162,0022300485,"Jan 05, 2024",MIN @ HOU,W,33,8,17,0.471,2,5,0.4,6,6,1.0,0,3,3,5,2,0,5,2,24,14,1,Anthony Edwards,2023-24
22023,1630162,0022300471,"Jan 03, 2024",MIN vs. NOP,L,37,11,22,0.5,4,7,0.571,9,10,0.9,2,2,4,5,1,1,6,1,35,-15,1,Anthony Edwards,2023-24
22023,1630162,0022300451,"Jan 01, 2024",MIN @ NYK,L,38,11,21,0.524,4,9,0.444,9,10,0.9,0,4,4,2,0,2,4,1,35,2,1,Anthony Edwards,2023-24
22023,1630162,0022300443,"Dec 30, 2023",MIN vs. LAL,W,38,10,23,0.435,2,8,0.25,9,11,0.818,0,3,3,3,0,3,3,3,31,8,1,Anthony Edwards,2023-24
22023,1630162,0022300423,"Dec 28, 2023",MIN vs. DAL,W,38,12,23,0.522,6,11,0.545,14,18,0.778,0,3,3,4,3,1,6,2,44,11,1,Anthony Edwards,2023-24
22023,1630162,0022300411,"Dec 26, 2023",MIN @ OKC,L,34,7,16,0.438,2,5,0.4,9,13,0.692,1,6,7,6,1,0,4,3,25,-16,1,Anthony Edwards,2023-24
22023,1630162,0022300400,"Dec 23, 2023",MIN @ SAC,W,39,13,27,0.481,3,12,0.25,5,5,1.0,0,5,5,10,1,1,5,1,34,8,1,Anthony Edwards,2023-24
22023,1630162,0022300380,"Dec 21, 2023",MIN vs. LAL,W,38,9,19,0.474,2,6,0.333,7,8,0.875,0,7,7,5,3,1,5,0,27,2,1,Anthony Edwards,2023-24
22023,1630162,0022300367,"Dec 20, 2023",MIN @ PHI,L,36,9,20,0.45,2,6,0.333,7,8,0.875,1,6,7,5,0,0,1,2,27,-10,1,Anthony Edwards,2023-24
22023,1630162,0022300353,"Dec 18, 2023",MIN @ MIA,W,40,13,25,0.52,2,9,0.222,4,4,1.0,0,8,8,5,3,2,1,1,32,6,1,Anthony Edwards,2023-24
22023,1630162,0022300338,"Dec 16, 2023",MIN vs. IND,W,34,14,23,0.609,7,10,0.7,2,2,1.0,0,2,2,4,3,0,4,3,37,17,1,Anthony Edwards,2023-24
22023,1630162,0022300321,"Dec 14, 2023",MIN @ DAL,W,35,3,19,0.158,0,3,0.0,3,6,0.5,1,1,2,11,2,0,5,2,9,20,1,Anthony Edwards,2023-24
22023,1630162,0022301221,"Dec 08, 2023",MIN @ MEM,W,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-3,1,Anthony Edwards,2023-24
22023,1630162,0022301210,"Dec 06, 2023",MIN vs. SAS,W,37,4,17,0.235,2,5,0.4,7,8,0.875,1,6,7,6,1,1,3,2,17,14,1,Anthony Edwards,2023-24
