GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022201034,149,203944,Julius Randle,1610612752,New York Knicks,1,0,56,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,19,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,152,203944,Julius Randle,1610612752,New York Knicks,1,0,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-67,72,1,0,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,296,203944,Julius Randle,1610612752,New York Knicks,2,2,51,Missed Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,35,1,0,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,304,203944,Julius Randle,1610612752,New York Knicks,2,2,7,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,34,1,0,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,366,203944,Julius Randle,1610612752,New York Knicks,3,10,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,18,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,375,203944,Julius Randle,1610612752,New York Knicks,3,9,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-39,252,1,0,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,441,203944,Julius Randle,1610612752,New York Knicks,3,3,54,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-13,107,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,482,203944,Julius Randle,1610612752,New York Knicks,3,0,33,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,54,59,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,600,203944,Julius Randle,1610612752,New York Knicks,4,3,46,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,53,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,610,203944,Julius Randle,1610612752,New York Knicks,4,2,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,70,1,0,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201034,636,203944,Julius Randle,1610612752,New York Knicks,4,1,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,20,1,1,20230314,POR,NYK,2022-23
Shot Chart Detail,0022201055,20,203944,Julius Randle,1610612752,New York Knicks,1,9,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,-26,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,41,203944,Julius Randle,1610612752,New York Knicks,1,7,36,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,28,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,50,203944,Julius Randle,1610612752,New York Knicks,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-232,94,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,76,203944,Julius Randle,1610612752,New York Knicks,1,4,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,201,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,115,203944,Julius Randle,1610612752,New York Knicks,1,2,41,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,32,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,260,203944,Julius Randle,1610612752,New York Knicks,2,4,17,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-33,70,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,268,203944,Julius Randle,1610612752,New York Knicks,2,3,2,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-154,117,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,292,203944,Julius Randle,1610612752,New York Knicks,2,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,204,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,298,203944,Julius Randle,1610612752,New York Knicks,2,1,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,10,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,312,203944,Julius Randle,1610612752,New York Knicks,2,0,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,89,-25,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,341,203944,Julius Randle,1610612752,New York Knicks,3,9,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-50,142,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,404,203944,Julius Randle,1610612752,New York Knicks,3,4,6,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,453,203944,Julius Randle,1610612752,New York Knicks,3,0,28,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-92,232,1,0,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,567,203944,Julius Randle,1610612752,New York Knicks,4,3,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201055,573,203944,Julius Randle,1610612752,New York Knicks,4,2,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,92,35,1,1,20230318,NYK,DEN,2022-23
Shot Chart Detail,0022201073,20,203944,Julius Randle,1610612752,New York Knicks,1,10,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-119,218,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,34,203944,Julius Randle,1610612752,New York Knicks,1,8,56,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,107,50,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,42,203944,Julius Randle,1610612752,New York Knicks,1,7,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-195,172,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,62,203944,Julius Randle,1610612752,New York Knicks,1,5,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,200,149,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,96,203944,Julius Randle,1610612752,New York Knicks,1,3,46,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-121,107,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,124,203944,Julius Randle,1610612752,New York Knicks,1,1,35,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-78,18,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,138,203944,Julius Randle,1610612752,New York Knicks,1,0,26,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,145,203944,Julius Randle,1610612752,New York Knicks,1,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,42,38,428,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,257,203944,Julius Randle,1610612752,New York Knicks,2,4,47,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,42,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,267,203944,Julius Randle,1610612752,New York Knicks,2,4,20,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,34,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,299,203944,Julius Randle,1610612752,New York Knicks,2,1,52,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,5,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,312,203944,Julius Randle,1610612752,New York Knicks,2,0,57,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-170,199,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,316,203944,Julius Randle,1610612752,New York Knicks,2,0,36,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,13,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,323,203944,Julius Randle,1610612752,New York Knicks,2,0,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,66,243,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,344,203944,Julius Randle,1610612752,New York Knicks,3,10,53,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,29,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,365,203944,Julius Randle,1610612752,New York Knicks,3,9,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,208,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,374,203944,Julius Randle,1610612752,New York Knicks,3,8,49,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,382,203944,Julius Randle,1610612752,New York Knicks,3,8,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,115,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,389,203944,Julius Randle,1610612752,New York Knicks,3,7,52,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-145,-6,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,393,203944,Julius Randle,1610612752,New York Knicks,3,7,24,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,210,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,410,203944,Julius Randle,1610612752,New York Knicks,3,6,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,227,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,422,203944,Julius Randle,1610612752,New York Knicks,3,4,56,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,27,106,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,444,203944,Julius Randle,1610612752,New York Knicks,3,3,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,186,197,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,452,203944,Julius Randle,1610612752,New York Knicks,3,3,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-113,221,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,564,203944,Julius Randle,1610612752,New York Knicks,4,6,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,26,146,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,577,203944,Julius Randle,1610612752,New York Knicks,4,5,14,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,17,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,594,203944,Julius Randle,1610612752,New York Knicks,4,3,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,65,241,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,638,203944,Julius Randle,1610612752,New York Knicks,4,0,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,15,1,1,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201073,652,203944,Julius Randle,1610612752,New York Knicks,4,0,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,57,1,0,20230320,NYK,MIN,2022-23
Shot Chart Detail,0022201084,7,203944,Julius Randle,1610612752,New York Knicks,1,11,41,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,13,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,44,203944,Julius Randle,1610612752,New York Knicks,1,7,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-124,58,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,56,203944,Julius Randle,1610612752,New York Knicks,1,6,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,31,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,62,203944,Julius Randle,1610612752,New York Knicks,1,5,29,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,2,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,113,203944,Julius Randle,1610612752,New York Knicks,1,2,43,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,10,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,117,203944,Julius Randle,1610612752,New York Knicks,1,2,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-203,181,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,246,203944,Julius Randle,1610612752,New York Knicks,2,4,51,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,253,203944,Julius Randle,1610612752,New York Knicks,2,4,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,2,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,272,203944,Julius Randle,1610612752,New York Knicks,2,2,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-158,228,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,306,203944,Julius Randle,1610612752,New York Knicks,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,41,-12,419,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,345,203944,Julius Randle,1610612752,New York Knicks,3,8,40,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,13,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,349,203944,Julius Randle,1610612752,New York Knicks,3,8,15,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-4,105,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,452,203944,Julius Randle,1610612752,New York Knicks,3,0,49,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-100,47,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,457,203944,Julius Randle,1610612752,New York Knicks,3,0,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,11,1,0,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,577,203944,Julius Randle,1610612752,New York Knicks,4,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,14,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201084,629,203944,Julius Randle,1610612752,New York Knicks,4,0,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,1,20230322,MIA,NYK,2022-23
Shot Chart Detail,0022201093,7,203944,Julius Randle,1610612752,New York Knicks,1,11,44,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,15,227,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,43,203944,Julius Randle,1610612752,New York Knicks,1,8,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,246,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,72,203944,Julius Randle,1610612752,New York Knicks,1,5,58,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,79,203944,Julius Randle,1610612752,New York Knicks,1,5,16,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,268,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,108,203944,Julius Randle,1610612752,New York Knicks,1,4,7,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,28,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,120,203944,Julius Randle,1610612752,New York Knicks,1,3,37,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,26,91,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,154,203944,Julius Randle,1610612752,New York Knicks,1,1,7,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,25,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,289,203944,Julius Randle,1610612752,New York Knicks,2,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,17,264,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,303,203944,Julius Randle,1610612752,New York Knicks,2,2,36,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,317,203944,Julius Randle,1610612752,New York Knicks,2,1,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,53,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,321,203944,Julius Randle,1610612752,New York Knicks,2,1,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,33,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,331,203944,Julius Randle,1610612752,New York Knicks,2,0,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,22,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,378,203944,Julius Randle,1610612752,New York Knicks,3,8,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,209,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,404,203944,Julius Randle,1610612752,New York Knicks,3,6,15,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,12,105,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,476,203944,Julius Randle,1610612752,New York Knicks,3,1,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,199,177,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,575,203944,Julius Randle,1610612752,New York Knicks,4,5,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,138,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,598,203944,Julius Randle,1610612752,New York Knicks,4,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,8,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,605,203944,Julius Randle,1610612752,New York Knicks,4,3,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-100,241,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,637,203944,Julius Randle,1610612752,New York Knicks,4,0,36,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,1,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201093,656,203944,Julius Randle,1610612752,New York Knicks,4,0,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,219,1,0,20230323,ORL,NYK,2022-23
Shot Chart Detail,0022201124,11,203944,Julius Randle,1610612752,New York Knicks,1,11,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,102,238,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,17,203944,Julius Randle,1610612752,New York Knicks,1,9,54,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-151,195,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,31,203944,Julius Randle,1610612752,New York Knicks,1,8,40,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,34,203944,Julius Randle,1610612752,New York Knicks,1,8,7,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,84,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,70,203944,Julius Randle,1610612752,New York Knicks,1,5,8,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,94,-25,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,77,203944,Julius Randle,1610612752,New York Knicks,1,4,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,165,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,82,203944,Julius Randle,1610612752,New York Knicks,1,4,13,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,100,203944,Julius Randle,1610612752,New York Knicks,1,3,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,197,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,113,203944,Julius Randle,1610612752,New York Knicks,1,2,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,11,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,117,203944,Julius Randle,1610612752,New York Knicks,1,1,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,81,-1,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,137,203944,Julius Randle,1610612752,New York Knicks,1,0,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,5,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,281,203944,Julius Randle,1610612752,New York Knicks,2,3,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,221,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,291,203944,Julius Randle,1610612752,New York Knicks,2,2,44,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-38,52,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,300,203944,Julius Randle,1610612752,New York Knicks,2,1,20,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5,137,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,325,203944,Julius Randle,1610612752,New York Knicks,3,11,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,19,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,333,203944,Julius Randle,1610612752,New York Knicks,3,10,32,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,48,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,358,203944,Julius Randle,1610612752,New York Knicks,3,8,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-159,192,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,377,203944,Julius Randle,1610612752,New York Knicks,3,6,34,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-110,1,1,0,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201124,453,203944,Julius Randle,1610612752,New York Knicks,3,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,203,1,1,20230327,NYK,HOU,2022-23
Shot Chart Detail,0022201138,46,203944,Julius Randle,1610612752,New York Knicks,1,7,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,232,1,0,20230329,NYK,MIA,2022-23
Shot Chart Detail,0022201138,114,203944,Julius Randle,1610612752,New York Knicks,1,3,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,0,20230329,NYK,MIA,2022-23
