PLAYER_NAME,SEASON,GAME_DATE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,ACTION_TYPE,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SECONDS_LEFT_IN_PERIOD,IS_CLUTCH,IS_THREE
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),23,-205,120,Pullup Jump shot,1,7,21,441,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,98,226,Jump Shot,1,6,30,390,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,6,68,Driving Floating Jump Shot,3,9,47,587,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,163,201,Jump Shot,3,9,19,559,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,1,3PT Field Goal,Right Corner 3,Right Side(R),22,229,6,Jump Shot,3,7,30,450,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,1,3PT Field Goal,Right Corner 3,Right Side(R),22,221,15,Jump Shot,3,3,30,210,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,0,3PT Field Goal,Above the Break 3,Center(C),26,-12,264,Jump Shot,3,0,47,47,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221031,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-145,212,Pullup Jump shot,4,3,49,229,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-35,20,Driving Finger Roll Layup Shot,1,6,26,386,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-186,170,Step Back Jump shot,1,5,53,353,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,158,197,Jump Shot,1,4,1,241,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-141,202,Jump Shot,2,6,47,407,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,0,2PT Field Goal,Restricted Area,Center(C),3,36,6,Driving Reverse Layup Shot,2,3,26,206,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-1,68,Driving Floating Jump Shot,3,11,13,673,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,120,231,Jump Shot,3,9,46,586,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221102,1,2PT Field Goal,Mid-Range,Right Side(R),20,207,-11,Jump Shot,4,6,34,394,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,0,2PT Field Goal,Restricted Area,Center(C),2,18,15,Driving Layup Shot,1,10,21,621,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,113,239,Step Back Jump shot,1,8,16,496,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,In The Paint (Non-RA),Center(C),10,15,99,Driving Floating Jump Shot,2,4,28,268,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,Restricted Area,Center(C),1,9,14,Driving Finger Roll Layup Shot,2,4,5,245,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,154,201,Pullup Jump shot,3,10,4,604,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,0,3PT Field Goal,Above the Break 3,Center(C),25,-77,243,Running Pull-Up Jump Shot,3,5,26,326,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,0,3PT Field Goal,Above the Break 3,Center(C),25,33,257,Jump Shot,3,3,5,185,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-137,214,Pullup Jump shot,4,5,43,343,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,Restricted Area,Center(C),2,-22,20,Driving Layup Shot,4,4,49,289,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,0,2PT Field Goal,In The Paint (Non-RA),Center(C),8,9,80,Floating Jump shot,4,3,40,220,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-23,86,Driving Floating Jump Shot,4,2,22,142,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,2PT Field Goal,Mid-Range,Center(C),14,42,143,Pullup Jump shot,1,10,39,639,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,165,195,Jump Shot,1,8,2,482,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-223,150,Step Back Jump shot,1,4,39,279,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,126,232,Jump Shot,2,6,1,361,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,2PT Field Goal,In The Paint (Non-RA),Center(C),6,40,45,Driving Reverse Layup Shot,2,4,49,289,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,186,230,Pullup Jump shot,2,4,11,251,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,2PT Field Goal,Restricted Area,Center(C),3,-32,20,Driving Layup Shot,3,10,31,631,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,2PT Field Goal,Restricted Area,Center(C),1,9,16,Layup Shot,3,9,28,568,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,3PT Field Goal,Above the Break 3,Center(C),26,9,260,Running Pull-Up Jump Shot,3,3,32,212,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-25,33,Driving Layup Shot,4,8,29,509,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-160,191,Jump Shot,4,7,10,430,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,1,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-60,119,Driving Floating Jump Shot,4,6,26,386,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221106,0,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-20,85,Driving Floating Jump Shot,4,1,25,85,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,105,229,Pullup Jump shot,1,9,40,580,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,1,2PT Field Goal,In The Paint (Non-RA),Center(C),8,5,82,Driving Floating Jump Shot,2,5,39,339,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,145,200,Pullup Jump shot,2,4,42,282,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-71,17,Driving Floating Jump Shot,3,11,38,698,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-194,191,Jump Shot,3,10,7,607,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,26,42,Driving Layup Shot,3,8,12,492,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221107,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,124,238,Step Back Jump shot,3,4,34,274,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,169,211,Pullup Jump shot,1,11,43,703,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-10,92,Driving Floating Jump Shot,2,4,11,251,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,1,2PT Field Goal,In The Paint (Non-RA),Center(C),5,10,50,Driving Floating Jump Shot,3,5,32,332,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,0,3PT Field Goal,Above the Break 3,Center(C),26,-44,257,Step Back Jump shot,4,4,7,247,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,1,2PT Field Goal,In The Paint (Non-RA),Center(C),7,13,72,Driving Floating Jump Shot,4,3,40,220,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221109,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,13,90,Driving Floating Jump Shot,4,0,38,38,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,3PT Field Goal,Above the Break 3,Center(C),27,-15,270,Step Back Jump shot,2,5,25,325,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-43,23,Driving Finger Roll Layup Shot,2,4,43,283,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,201,140,Pullup Jump shot,3,9,21,561,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,3PT Field Goal,Above the Break 3,Center(C),25,-76,248,Jump Shot,3,8,35,515,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,3PT Field Goal,Above the Break 3,Center(C),26,-55,257,Jump Shot,3,7,57,477,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,1,2PT Field Goal,Restricted Area,Center(C),2,22,-5,Driving Finger Roll Layup Shot,3,5,29,329,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-53,27,Driving Layup Shot,3,4,44,284,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221112,0,3PT Field Goal,Left Corner 3,Left Side(L),23,-238,-16,Jump Shot,3,2,12,132,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-136,216,Pullup Jump shot,1,10,12,612,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,132,236,Pullup Jump shot,1,9,22,562,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-239,92,Step Back Jump shot,2,4,10,250,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,2PT Field Goal,In The Paint (Non-RA),Center(C),12,33,118,Driving Floating Jump Shot,3,10,57,657,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-219,136,Pullup Jump shot,3,9,41,581,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,2PT Field Goal,In The Paint (Non-RA),Center(C),13,31,130,Driving Floating Jump Shot,3,6,56,416,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221113,0,2PT Field Goal,Restricted Area,Center(C),1,8,-6,Layup Shot,3,2,40,160,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-33,25,Driving Layup Shot,1,9,22,562,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,1,2PT Field Goal,In The Paint (Non-RA),Left Side(L),9,-58,78,Driving Floating Jump Shot,1,9,7,547,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-229,116,Step Back Jump shot,2,6,53,413,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,165,190,Running Pull-Up Jump Shot,2,2,47,167,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,3PT Field Goal,Above the Break 3,Center(C),26,-77,251,Jump Shot,3,6,15,375,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,1,2PT Field Goal,Mid-Range,Right Side(R),22,216,78,Jump Shot,4,5,35,335,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,2PT Field Goal,In The Paint (Non-RA),Right Side(R),13,72,117,Driving Floating Jump Shot,4,4,32,272,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,3PT Field Goal,Above the Break 3,Center(C),24,69,239,Jump Shot,4,3,56,236,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-188,176,Jump Shot,4,0,19,19,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221115,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-178,167,Jump Shot,4,0,14,14,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,1,3PT Field Goal,Right Corner 3,Right Side(R),23,232,-6,Step Back Jump shot,1,10,1,601,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-158,195,Jump Shot,1,9,34,574,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,1,3PT Field Goal,Right Corner 3,Right Side(R),24,235,61,Pullup Jump shot,1,7,47,467,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,0,2PT Field Goal,Mid-Range,Right Side(R),17,179,-10,Jump Shot,1,5,23,323,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,0,2PT Field Goal,Mid-Range,Right Side(R),9,82,57,Driving Floating Jump Shot,2,3,54,234,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-131,228,Pullup Jump shot,3,9,16,556,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,94,241,Pullup Jump shot,4,5,56,356,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-50,59,Driving Floating Jump Shot,4,4,3,243,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221118,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-39,91,Layup Shot,4,3,58,238,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221119,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,11,91,Driving Floating Jump Shot,1,8,40,520,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-60,110,Driving Floating Jump Shot,1,2,27,147,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,183,168,Running Jump Shot,1,1,11,71,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-201,169,Step Back Jump shot,2,3,48,228,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-62,121,Driving Floating Jump Shot,2,3,11,191,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,0,3PT Field Goal,Above the Break 3,Center(C),26,48,259,Pullup Jump shot,2,2,6,126,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-141,199,Jump Shot,3,1,58,118,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,0,3PT Field Goal,Above the Break 3,Center(C),25,60,246,Jump Shot,3,0,57,57,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,107,237,Step Back Jump shot,4,6,44,404,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,1,43,Floating Jump shot,4,6,12,372,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-83,230,Pullup Jump shot,4,3,14,194,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221209,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-2,46,Floating Jump shot,4,1,29,89,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,224,120,Jump Shot,1,9,24,564,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-147,197,Jump Shot,1,4,52,292,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,119,229,Jump Shot,2,3,32,212,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-170,190,Jump Shot,3,10,21,621,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,3PT Field Goal,Left Corner 3,Left Side(L),24,-235,50,Jump Shot,4,11,26,686,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,135,214,Jump Shot,4,10,44,644,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-97,248,Jump Shot,4,6,43,403,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221213,0,2PT Field Goal,Mid-Range,Center(C),23,-4,234,Jump Shot,4,6,13,373,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,2PT Field Goal,Mid-Range,Center(C),19,-27,189,Pullup Jump shot,1,10,15,615,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,205,140,Jump Shot,1,8,55,535,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,2PT Field Goal,Mid-Range,Left Side(L),10,-88,58,Driving Floating Jump Shot,2,4,38,278,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-36,24,Driving Layup Shot,2,3,34,214,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,161,204,Jump Shot,3,8,10,490,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,2PT Field Goal,Mid-Range,Left Side(L),10,-83,65,Driving Floating Jump Shot,3,5,25,325,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-164,199,Jump Shot,3,4,13,253,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221215,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-134,235,Pullup Jump shot,5,3,3,183,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,0,2PT Field Goal,Mid-Range,Center(C),14,11,145,Driving Floating Jump Shot,1,6,38,398,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,1,2PT Field Goal,Mid-Range,Right Side(R),14,115,80,Step Back Jump shot,2,7,22,442,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-183,192,Pullup Jump shot,2,5,14,314,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,212,155,Jump Shot,3,9,37,577,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,108,244,Pullup Jump shot,3,7,10,430,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221217,1,2PT Field Goal,Restricted Area,Center(C),0,1,8,Driving Finger Roll Layup Shot,3,3,10,190,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,212,167,Step Back Jump shot,1,11,16,676,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,170,188,Jump Shot,1,10,15,615,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,0,2PT Field Goal,Mid-Range,Right Side Center(RC),21,96,191,Pullup Jump shot,2,2,12,132,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,1,2PT Field Goal,In The Paint (Non-RA),Center(C),9,23,94,Driving Floating Jump Shot,3,10,40,640,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,0,2PT Field Goal,Mid-Range,Right Side Center(RC),22,113,193,Step Back Jump shot,3,9,22,562,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-54,57,Driving Floating Jump Shot,4,9,14,554,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,141,221,Pullup Jump shot,4,8,48,528,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221219,1,2PT Field Goal,Restricted Area,Center(C),3,-27,16,Driving Layup Shot,4,8,17,497,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,0,3PT Field Goal,Right Corner 3,Right Side(R),23,234,11,Step Back Jump shot,1,8,46,526,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,161,212,Jump Shot,2,6,12,372,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,229,116,Jump Shot,2,3,28,208,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,0,3PT Field Goal,Backcourt,Back Court(BC),47,94,464,Jump Shot,2,0,0,0,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-107,226,Jump Shot,3,11,24,684,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,1,2PT Field Goal,Restricted Area,Center(C),2,-23,13,Driving Layup Shot,3,8,17,497,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221220,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,40,-1,Driving Layup Shot,3,1,22,82,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,126,227,Pullup Jump shot,1,11,52,712,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,1,2PT Field Goal,In The Paint (Non-RA),Center(C),7,6,71,Driving Floating Jump Shot,1,9,33,573,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,6,71,Driving Layup Shot,1,6,42,402,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,1,2PT Field Goal,In The Paint (Non-RA),Right Side(R),11,75,87,Driving Floating Jump Shot,2,3,12,192,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,1,2PT Field Goal,In The Paint (Non-RA),Center(C),9,21,90,Floating Jump shot,2,1,25,85,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,26,91,Floating Jump shot,3,11,12,672,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221222,0,3PT Field Goal,Above the Break 3,Center(C),25,29,257,Jump Shot,4,3,53,233,1,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,3PT Field Goal,Left Corner 3,Left Side(L),24,-240,-4,Jump Shot,1,10,11,611,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,2PT Field Goal,Mid-Range,Left Side Center(LC),18,-75,169,Step Back Jump shot,1,8,39,519,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-49,106,Floating Jump shot,1,4,51,291,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-146,228,Pullup Jump shot,2,6,29,389,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,91,254,Jump Shot,2,5,44,344,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,175,194,Pullup Jump shot,2,3,0,180,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,2PT Field Goal,In The Paint (Non-RA),Center(C),8,22,83,Floating Jump shot,2,0,44,44,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,104,238,Step Back Jump shot,2,0,17,17,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,2PT Field Goal,In The Paint (Non-RA),Right Side(R),11,80,77,Floating Jump shot,3,11,9,669,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,221,131,Pullup Jump shot,3,5,3,303,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,1,3PT Field Goal,Above the Break 3,Center(C),26,56,257,Pullup Jump shot,4,6,9,369,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221226,0,2PT Field Goal,Restricted Area,Center(C),1,-17,9,Driving Finger Roll Layup Shot,4,3,3,183,1,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,3PT Field Goal,Right Corner 3,Right Side(R),22,229,-4,Jump Shot,1,11,38,698,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,1,3PT Field Goal,Above the Break 3,Center(C),26,-36,265,Step Back Jump shot,1,5,56,356,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-39,38,Driving Finger Roll Layup Shot,1,4,14,254,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,175,196,Step Back Jump shot,2,4,49,289,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-190,175,Jump Shot,2,1,49,109,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-94,242,Pullup Jump shot,3,8,33,513,0,1
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,1,2PT Field Goal,In The Paint (Non-RA),Center(C),5,37,35,Driving Layup Shot,3,5,21,321,0,0
Mike Conley,2022-23,1970-01-01 00:00:00.020221228,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,230,116,Jump Shot,3,4,42,282,0,1
